Victoria Brennan,ckintong4@columbia.edu,25,727-507-3986,Hoktember,6,1851,2006,2,3,3,233
Victoria Pisteka,itilley3a@salon.com,39,513-762-8148,Ralung,7,1872,3361,2,2,2,222
Victoria Wilson,dmurrie56@is.gd,85,170-192-7889,Alcáçovas,10,1825,6134,1,1,1,111
Vivek Gonzalez,pdoogand6@ocn.ne.jp,31,129-533-2967,Potlot,6,1951,846,3,3,4,334
Vivek Grady,bfarndell14@sfgate.com,76,807-594-2205,Strawberry Hills,5,2083,427,4,4,4,444
Vivek Sundaresam,mflannery23@gov.uk,32,685-394-1389,Bechlín,4,2018,1055,4,4,4,444
Vivian Mathis,mbwyek9@archive.org,13,174-847-5802,Nyanza,5,1914,381,3,4,4,344
William Brown,mminichi67@naver.com,51,434-983-2926,Boca do Acre,11,1817,6159,1,1,1,111
Xylona Preis,mbowshire4r@ifeng.com,55,794-331-1417,São José do Rio Pardo,11,1840,2375,2,1,2,212
Yana Sorensen,eclawleyhe@fda.gov,49,996-443-3343,Houbai,8,1806,6721,1,2,1,121
Yoseph Carroll,nbarbary5u@freewebs.com,96,291-398-0003,Chongjin,5,1801,5455,1,4,1,141
Zuschuss Carroll,nbagnal7r@over-blog.com,81,217-987-1927,Përmet,13,1851,8027,2,1,1,211
Zuschuss Donatelli,cbindonbf@theglobeandmail.com,26,728-480-3197,Serravalle,5,1999,1494,4,4,3,443
